EAR,MAR,TIME
0.33746021939884435,0.36666666666666664,22:24:22.206396
0.23809523809523808,0.5033006504530928,22:24:22.391262
0.25719012487229076,0.40410352085392204,22:24:22.560536
0.251042723980776,0.33333333333333337,22:24:22.738883
0.33483582277259305,0.24120226591665966,22:24:22.939363
0.33620922336210135,0.15500938466242947,22:24:23.124259
0.3305863358647799,0.13333333333333333,22:24:23.309118
0.328306467421804,0.1,22:24:23.478372
0.20759773336185275,0.40410352085392204,22:24:22.021534
0.33746021939884435,0.36666666666666664,22:24:22.206396
0.23809523809523808,0.5033006504530928,22:24:22.391262
0.25719012487229076,0.40410352085392204,22:24:22.560536
0.251042723980776,0.33333333333333337,22:24:22.738883
0.33483582277259305,0.24120226591665966,22:24:22.939363
0.33620922336210135,0.15500938466242947,22:24:23.124259
0.3305863358647799,0.13333333333333333,22:24:23.309118
0.328306467421804,0.1,22:24:23.478372
0.2800432376398934,0.4,22:24:23.647607
0.20759773336185275,0.40410352085392204,22:24:22.021534
0.33746021939884435,0.36666666666666664,22:24:22.206396
0.23809523809523808,0.5033006504530928,22:24:22.391262
0.25719012487229076,0.40410352085392204,22:24:22.560536
0.251042723980776,0.33333333333333337,22:24:22.738883
0.33483582277259305,0.24120226591665966,22:24:22.939363
0.33620922336210135,0.15500938466242947,22:24:23.124259
0.3305863358647799,0.13333333333333333,22:24:23.309118
0.328306467421804,0.1,22:24:23.478372
0.2800432376398934,0.4,22:24:23.647607
0.3130225117315344,0.40410352085392204,22:24:23.810375
0.20759773336185275,0.40410352085392204,22:24:22.021534
0.33746021939884435,0.36666666666666664,22:24:22.206396
0.23809523809523808,0.5033006504530928,22:24:22.391262
0.25719012487229076,0.40410352085392204,22:24:22.560536
0.251042723980776,0.33333333333333337,22:24:22.738883
0.33483582277259305,0.24120226591665966,22:24:22.939363
0.33620922336210135,0.15500938466242947,22:24:23.124259
0.3305863358647799,0.13333333333333333,22:24:23.309118
0.328306467421804,0.1,22:24:23.478372
0.2800432376398934,0.4,22:24:23.647607
0.3130225117315344,0.40410352085392204,22:24:23.810375
0.31517527877411017,0.0,22:24:23.964098
0.20759773336185275,0.40410352085392204,22:24:22.021534
0.33746021939884435,0.36666666666666664,22:24:22.206396
0.23809523809523808,0.5033006504530928,22:24:22.391262
0.25719012487229076,0.40410352085392204,22:24:22.560536
0.251042723980776,0.33333333333333337,22:24:22.738883
0.33483582277259305,0.24120226591665966,22:24:22.939363
0.33620922336210135,0.15500938466242947,22:24:23.124259
0.3305863358647799,0.13333333333333333,22:24:23.309118
0.328306467421804,0.1,22:24:23.478372
0.2800432376398934,0.4,22:24:23.647607
0.3130225117315344,0.40410352085392204,22:24:23.810375
0.31517527877411017,0.0,22:24:23.964098
0.2847373939697001,0.4333333333333333,22:24:24.126853
0.20759773336185275,0.40410352085392204,22:24:22.021534
0.33746021939884435,0.36666666666666664,22:24:22.206396
0.23809523809523808,0.5033006504530928,22:24:22.391262
0.25719012487229076,0.40410352085392204,22:24:22.560536
0.251042723980776,0.33333333333333337,22:24:22.738883
0.33483582277259305,0.24120226591665966,22:24:22.939363
0.33620922336210135,0.15500938466242947,22:24:23.124259
0.3305863358647799,0.13333333333333333,22:24:23.309118
0.328306467421804,0.1,22:24:23.478372
0.2800432376398934,0.4,22:24:23.647607
0.3130225117315344,0.40410352085392204,22:24:23.810375
0.31517527877411017,0.0,22:24:23.964098
0.2847373939697001,0.4333333333333333,22:24:24.126853
0.31095709818234923,0.7,22:24:24.280089
0.20759773336185275,0.40410352085392204,22:24:22.021534
0.33746021939884435,0.36666666666666664,22:24:22.206396
0.23809523809523808,0.5033006504530928,22:24:22.391262
0.25719012487229076,0.40410352085392204,22:24:22.560536
0.251042723980776,0.33333333333333337,22:24:22.738883
0.33483582277259305,0.24120226591665966,22:24:22.939363
0.33620922336210135,0.15500938466242947,22:24:23.124259
0.3305863358647799,0.13333333333333333,22:24:23.309118
0.328306467421804,0.1,22:24:23.478372
0.2800432376398934,0.4,22:24:23.647607
0.3130225117315344,0.40410352085392204,22:24:23.810375
0.31517527877411017,0.0,22:24:23.964098
0.2847373939697001,0.4333333333333333,22:24:24.126853
0.31095709818234923,0.7,22:24:24.280089
0.3054404754837641,0.6333333333333333,22:24:24.449356
0.20759773336185275,0.40410352085392204,22:24:22.021534
0.33746021939884435,0.36666666666666664,22:24:22.206396
0.23809523809523808,0.5033006504530928,22:24:22.391262
0.25719012487229076,0.40410352085392204,22:24:22.560536
0.251042723980776,0.33333333333333337,22:24:22.738883
0.33483582277259305,0.24120226591665966,22:24:22.939363
0.33620922336210135,0.15500938466242947,22:24:23.124259
0.3305863358647799,0.13333333333333333,22:24:23.309118
0.328306467421804,0.1,22:24:23.478372
0.2800432376398934,0.4,22:24:23.647607
0.3130225117315344,0.40410352085392204,22:24:23.810375
0.31517527877411017,0.0,22:24:23.964098
0.2847373939697001,0.4333333333333333,22:24:24.126853
0.31095709818234923,0.7,22:24:24.280089
0.3054404754837641,0.6333333333333333,22:24:24.449356
0.3150232175277262,0.5694254176766073,22:24:24.612090
